NAME,Population 2023_PEP,Population 2010_1YR,Population 2020_1YR,Age%:School Age 5 to 18 2022_5YR,Poverty%: Below Poverty Level 2022_5YR,Age%:65 and Older 2022_5YR,Minority % ACS 2022_5YR,Average Household Size 2022_5YR,CB%: Cost Burdened Homeowners 2022_5YR,CB%:Cost Burdened Renters 2022_5YR,Median Household Income 2022_5YR,Population % Increase 2010 to 2020 1 YR EST,Ind:Total 2010_BEA,Ind:Total 2020_BEA,Ind:Total 2022_BEA,Ind%:Snapshot: White Collar 2022_BEA,Ind%:Snapshot: Blue Collar 2022_BEA,Employment % Increase 2010 to 2020
"Wilson County, Tennessee",163674.0,113993.0,147737.0,17.420319793958257,8.290593051213415,15.772388259913075,17.893169501529215,2.68,17.958028766800282,44.515720281935536,89462.0,29.60181765547007,53289.0,79255.0,94211.0,34.47049707571302,34.95770132999331,48.72675411435756
