,Government % BEA_2023,Retail & Hospitality % BEA_2023,Professional Services % BEA_2023,"Industrial, Manufacturing, Utilities, & Logistics % BEA_2023",Farm % BEA_2023,White Collar % BEA_2023,Blue Collar % BEA_2023
BEA Employment,7.240817857184966,16.78102706425874,40.14793510419848,34.271531049979444,1.558688924378371,33.76157787302211,33.93600095857955
